date,Abruzzo,Basilicata,Bolzano,Calabria,Campania,Emilia Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Trento,Umbria,Valle d'Aosta,Veneto
2020-02-24,1311580,562869,531178,1947131,5801692,4459477,1215220,5879082,1550640,10060574,1525271,305617,4356406,4029053,1639591,4999891,3729641,541098,882015,125666,4905854
